Public Food Key,Classification,Food Name,Price ($/100g), Price / item ,Weight / item (g),"Energy with dietary fibre, equated 
(kJ)","Energy, without dietary fibre, equated 
(kJ)","Moisture (water) 
(g)","Protein 
(g)","Fat, total 
(g)","Total dietary fibre 
(g)","Alcohol 
(g)",Total sugars (g),Added sugars (g),"Available carbohydrate, with sugar alcohols 
(g)","Aluminium (Al) 
(ug)","Antimony (Sb) 
(ug)","Arsenic (As) 
(ug)","Cadmium (Cd) 
(ug)","Calcium (Ca) 
(mg)","Chromium (Cr) 
(ug)","Chloride (Cl) 
(mg)","Cobalt (Co) 
(ug)","Copper (Cu) 
(mg)","Fluoride (F) 
(ug)","Iodine (I) 
(ug)","Iron (Fe) 
(mg)","Lead (Pb) 
(ug)","Magnesium (Mg) 
(mg)","Manganese (Mn) 
(mg)","Mercury (Hg) 
(ug)","Molybdenum (Mo) 
(ug)","Nickel (Ni) 
(ug)","Phosphorus (P) 
(mg)","Potassium (K) 
(mg)","Selenium (Se) 
(ug)","Sodium (Na) 
(mg)","Sulphur (S) 
(mg)","Tin (Sn) 
(ug)","Zinc (Zn) 
(mg)","Vitamin A retinol equivalents 
(ug)","Thiamin (B1) 
(mg)","Riboflavin (B2) 
(mg)","Niacin derived equivalents 
(mg)","Pantothenic acid (B5) 
(mg)","Pyridoxine (B6) 
(mg)","Biotin (B7) 
(ug)","Cobalamin (B12) 
(ug)","Dietary folate equivalents 
(ug)","Vitamin C 
(mg)","Vitamin D3 equivalents 
(ug)","Alpha tocopherol 
(mg)","Alpha tocotrienol 
(mg)","Beta tocopherol 
(mg)","Beta tocotrienol 
(mg)","Delta tocopherol 
(mg)","Delta tocotrienol 
(mg)","Gamma tocopherol 
(mg)","Gamma tocotrienol 
(mg)","Vitamin E 
(mg)","Total saturated fatty acids, equated (%T)","Total polyunsaturated fatty acids, equated (%T)","Total long chain omega 3 fatty acids, equated 
(%T)","Total undifferentiated fatty acids 
(%T)","Total trans fatty acids, imputed 
(%T)","Total saturated fatty acids, equated 
(g)","Total monounsaturated fatty acids, equated 
(g)","Total polyunsaturated fatty acids, equated 
(g)","Total long chain omega 3 fatty acids, equated 
(mg)","Total undifferentiated fatty acids, mass basis basis 
(mg)","Total trans fatty acids, imputed 
(mg)","Caffeine 
(mg)","Cholesterol 
(mg)"
F007366,24101,"Potato, red skin, peeled, boiled, drained", $0.39 , $0.72 ,184,298,279,79.2,2,0,2.4,0,0.2,0,14.2,0,,0,5.6,6,28.7,,,0.056,,0,0.42,1.1,14,0.134,0.2,6.5,,44,441,2.7,11,,,0.3,0,0.067,0.02,0.68,0.18,0.08,,0,37,9,0,0,,0,,,,,,0,0,0,0,,0,0,0,0,0,,0,0,0
F007364,24101,"Potato, red skin, peeled, baked, no added fat", $0.39 , $0.72 ,184,364,343,71.4,3.5,0,2.6,0,2.6,0,16.2,,,,,10,,106,,0.1,0,0,0.36,,30,0.394,,,,83,606,0,8,,,0.42,0,0.103,0.058,2.53,0.45,0.14,,0,19,17,0,0,,0,,0,,0,,0,,,,,,0,0,0,0,,0,0,0
F007325,24101,"Potato, pale skin, peeled, raw", $0.40 , $0.72 ,180,242,234,81.7,2,0,1.1,0,1,0,11.5,,,,,3,,60,,0.036,0,0,0.45,,19,0.12,,,,54,380,0,4,,,0.21,0,0.07,0.02,1.51,0.2,0.11,,0,14,16,0,0,,0,,0,,0,,0,0,0,0,,0,0,0,0,0,,0,0,0
F007320,24101,"Potato, pale skin, peeled, boiled, drained", $0.40 , $0.72 ,180,258,237,81.5,1.5,0.1,2,0,0.3,0,12.1,1.9,,0.6,2.6,5,10.8,,,0.056,,1.3,0.31,0.3,12,0.089,0.4,3.3,,46,316,0.5,8,,,0.23,0,0.039,0.013,0.4,0.16,0.05,,0,10,10,0,0,,0,,0,,0,,0,0,0,0,,0,0,0,0,0,,0,0,0
F007314,24101,"Potato, pale skin, peeled, baked, no added fat", $0.40 , $0.72 ,180,368,354,72.2,3,0,1.7,0,1.5,0,17.4,,,,,5,,91,,0.054,0,0,0.68,,29,0.182,,,,82,576,0,7,,,0.32,0,0.09,0.029,2.28,0.3,0.16,,0,19,19,0,0,,0,,0,,0,,0,,,,,,0,0,0,0,,0,0,0
F001597,12207,"Bread, from wholemeal flour, toasted", $0.40 , $3.40 ,850,1168,1095,28.4,12.2,2.9,8.1,0,3.7,0,46.1,275.3,0,1.4,0.5,157,14.1,948,,0.255,16.47,69.2,2.32,0.2,74,2.032,0.2,22.5,29,184,249,14.4,492,141,0.7,1.46,0,0.52,0.082,5.59,0.99,0.1,9.2,0.1,313,0,0,0.2,1,0,0.6,0,0,0.3,0,0.22,,,,,,0.46,0.95,1.17,0,,16.51,0,0
F001576,12207,"Bread, from wholemeal flour, extra grainy & seeds, toasted", $0.40 , $3.40 ,850,1267,1185,24.2,13,5.1,9.3,0,3.4,0,45.8,,,,,149,,,,,,61.9,2.59,,94,,,,,210,282,14.4,435,,,1.72,0,0.496,0.079,6.01,,0.12,,0,280,0,0,1,,,,,,,,1.09,,,,,,0.67,1.43,2.57,0.051,,14.65,0,0
F001573,12207,"Bread, from wholemeal flour, extra grainy & seeds", $0.40 , $3.40 ,850,1077,1007,35.6,11,4.4,7.9,0,2.9,0,38.9,,,,,126,,,,,,55.4,2.2,,80,,,,,179,240,12.2,370,,,1.46,0,0.527,0.067,5.11,,0.1,,0,280,0,0,0.9,,,,,,,,0.98,,,,,,0.57,1.22,2.18,0.043,,12.45,0,0
F001553,12207,"Bread, from wholemeal flour", $0.40 , $3.40 ,850,993,930,39.2,10.4,2.5,6.9,0,3.2,0,39.2,234,0,1.2,0.4,133,12,806,,0.217,14,61.9,1.97,0.2,63,1.727,0.2,19.1,25,156,212,12.3,418,120,0.6,1.24,0,0.553,0.07,4.75,0.84,0.08,7.8,0,313,0,0,0.2,0.9,0,0.5,0,0,0.3,0,0.2,17.58,44.61,0,,0.6,0.39,0.8,0.99,0,,14.03,0,0
F005857,12514,"Muesli, untoasted or natural style, added dried fruit, unfortified", $0.40 , $0.40 ,100,1646,1571,9.6,10.8,10.8,9.4,0,18.7,5.8,59.2,310,,,0,57,61,62,,0.4,570,0,4.2,,110,3.5,,60,,290,440,9.4,41,115,,1.8,2,0.32,0.06,3.91,0.2,0,19,0,130,0,0,1.4,,0.1,,0.8,,2.5,,1.7,27.3,34.6,0,,0,2.77,3.91,3.51,0,,0,0,0
F005856,12514,"Muesli, toasted, added dried fruit & nuts, unfortified", $0.40 , $0.40 ,100,1680,1585,6.1,8.9,13.3,11.4,0,21.7,6.2,56.6,,,,,56,,190,,0.38,280,4,4.6,,97,3.9,,,,270,380,10,33,98,,1.8,6,0.78,0.59,6.9,0.52,0.15,15,0,130,0,0,1.6,,,,,,,,1.6,19.66,32.98,0,0.4,1,2.41,5.76,4.05,0,49,125.18,0,0
F005813,24803,"Mixed vegetables, purchased frozen, carrot, corn & pea/bean, boiled, drained", $0.40 , $2.00 ,500,187,140,88.7,1.8,0.3,5.9,0,2.7,0,5.9,,,0,0,31,0,,,0.042,,12,0.58,,13,0.205,0,11,,43,190,0,25,,0,0.3,287,0.07,0,1.67,,0.22,,0,36,4,0,0.1,,,,,,,,0.08,0,0,0,,0,0,0,0,0,,0,0,0
F003239,12103,"Couscous, uncooked", $0.40 , $0.40 ,100,1523,1490,10.1,13.8,0.2,4.2,0,3.4,0,73.6,120,,,3.5,27,11,,,0.31,,0,1.9,,51,0.88,,61,,200,250,11,2,130,,1.1,0,0.17,0,5.41,0.28,0,,0,28,0,0,0,,0,,0,,0,,0,22.5,47,0,,5.3,0.03,0.03,0.06,0,,7.1,0,0
F003235,12103,"Couscous, boiled, no added fat or salt", $0.40 , $0.40 ,100,677,662,60,6.1,0.1,1.9,0,1.5,0,32.7,58.4,,,1.6,13,4.9,,,0.157,,0.4,0.85,,23,0.562,,27.1,,89,111,4.9,3,60,,0.49,0,0.06,0,2.4,,0,,0,9,0,0,0,,0,,0,,0,,0,,,,,,0.01,0.02,0.03,0,,3.16,0,0
F005289,16304,"Mandarin, canned in syrup, drained", $0.42 , $4.19 ,1000,254,245,83.9,0.5,0.2,1.1,0,13.6,6.3,13.8,,,,,9,,,,0,,0,0.4,,6,0,,,,9,72,0,6,,,0.1,22,0,0,0,,0,,0,0,11,0,0,,,,,,,,0,0,0,0,,0,0,0,0,0,,0,0,0
F005288,16304,"Mandarin, canned in syrup", $0.42 , $4.19 ,1000,240,236,84.2,0.4,0.1,0.6,0,13.4,9.3,13.5,,,,,7,,,,0,,0,0.36,,6,0,,,,8,72,0,5,,,0.1,12,0,0,0,,0,,0,0,11,0,0,,,,,,,,0,,,,,,0,0,0,0,,0,0,0
F005898,12301,"Muffin, English style, from white flour, toasted", $0.42 , $0.42 ,100,1019,984,37.7,11,2.3,3.4,0,1.8,0,42.1,217.4,,0,0,185,4.9,,,0.163,,57,1.2,0,26,0.848,0,19.6,,141,141,7.8,454,120,,0.85,0,0.453,0.033,4.31,0.25,0.04,,0,288,0,0,0,,0,,0,,0.1,,0.01,,,,,,0.38,0.93,0.7,0,,22.35,0,0
F005897,12301,"Muffin, English style, from white flour, added dried fruit, toasted", $0.42 , $0.42 ,100,1050,1015,35,9.8,2,3.6,0,11.2,1.3,46.1,,,,,169,,,,,,49,1.27,,27,,,,,132,225,6.8,392,,,0.78,0,0.405,0.03,3.78,,0.06,,0,248,0,0,0,,,,,,,,0.04,,,,,,0.34,0.81,0.62,0,,20.22,0,0
F005896,12301,"Muffin, English style, from white flour", $0.42 , $0.42 ,100,938,906,42.7,10.1,2.1,3.2,0,1.7,0,38.7,200,,0,0,170,4.5,,,0.15,,55.2,1.1,0,24,0.78,0,18,,130,130,7.2,418,110,,0.78,0,0.521,0.03,3.97,0.23,0.04,,0,311,0,0,0,,0,,0,,0.1,,0.01,18.5,34.3,0,,1.1,0.34,0.85,0.64,0,,20.56,0,0
F004142,16702,"Fruit salad, canned in fruit juice, drained", $0.43 , $4.30 ,1000,207,189,84.6,0.8,0.2,2.3,0,9.5,0,10.1,,,,,6,,,,,,0,0.4,,11,,,,,14,135,0,4,,,0.3,108,0.01,0.045,0.59,,0.03,,0,3,4,0,0.3,,,,,,,,0.32,0,0,0,,0,0,0,0,0,,0,0,0
F004141,16702,"Fruit salad, canned in fruit juice", $0.43 , $4.30 ,1000,200,189,85.3,0.7,0.1,1.4,0,9.8,0,10.4,,,,,6,,,,,,0,0.36,,10,,,,,13,150,0,4,,,0.28,64,0.01,0.039,0.51,,0.02,,0,20,4,0,0.3,,,,,,,,0.27,,,,,,0,0,0,0,,0,0,0
F003230,12101,"Cornmeal (polenta), uncooked", $0.43 , $0.43 ,100,1421,1397,12.3,8.5,1.7,3,0,0.7,0,70,0,,3.8,0,2,0,30,,0.079,0,3.7,0.54,0,34,0.14,,18,,95,130,7.3,0,53,,0.6,0,0.08,0.03,0.61,0.09,0.05,2.3,0,0,0,0,0,,0,,0,,0,,0,16.4,58,0,,0,0.23,0.33,0.81,0,,0,0,0
F003227,12101,"Cornmeal (polenta), boiled, no added fat or salt", $0.43 , $0.43 ,100,452,444,72.1,2.7,0.5,1,0,0.2,0,22.3,6.7,,1.3,0,2,0,14,,0.051,58.94,1.6,0.18,0.4,12,0.27,,5.7,,30,42,2.3,2,19,,0.19,0,0.02,0.008,0.19,,0.01,,0,0,0,0,0,,0,,0,,0,,0,,,,,,0.07,0.11,0.26,0,,0,0,0
F000422,24502,"Bean, butter, fresh, raw", $0.43 , $0.43 ,100,104,85,91.6,2.3,0.2,2.3,0,1.8,0,2.3,,,,,16,,,,,,0,0.4,,22,,,,,42,230,0,3,,,1.5,15,0.06,0.09,1.4,,0.12,,0,23,15,0,0.7,,,,,,,,0.72,0,0,0,,0,0,0,0,0,,0,0,0
F000421,24502,"Bean, butter, fresh, boiled, drained", $0.43 , $0.43 ,100,112,92,91,2.5,0.2,2.5,0,1.9,0,2.5,,,,,15,,,,,,0,0.36,,19,,,,,40,185,0,2,,,1.37,14,0.042,0.072,1.5,,0.09,,0,15,10,0,0.6,,,,,,,,0.62,,,,,,0,0,0,0,,0,0,0
F008981,27101,"Sugar, white, icing mixture", $0.44 , $0.44 ,100,1598,1598,0,0,0,0,0,95.6,95.6,99.6,,,,,1,,,,0,,0,0,,0,0,,,,0,2,0,0,,,0,0,0,0,0,,0.01,,0,0,0,0,0,,0,,0,,0,,0,0,0,0,,0,0,0,0,0,,0,0,0
F008980,27101,"Sugar, white, icing", $0.44 , $0.44 ,100,1600,1600,0,0,0,0,0,100,100,100,,,,,1,,,,0,,0,0,,0,0,,,,0,2,0,0,,,0,0,0,0,0,,0.01,,0,0,0,0,0,,0,,0,,0,,0,0,0,0,,0,0,0,0,0,,0,0,0
F006594,16104,"Pear, canned in pear juice, drained", $0.44 , $4.40 ,1000,200,178,85.6,0.6,0,2.8,0,8.6,0,10.3,,,,,5,,,,,,0,0.35,,8,,,,,11,102,0,6,,,0.25,0,0,0.015,0.16,,0,,0,40,1,0,0.2,,,,,,,,0.18,0,0,0,,0,0,0,0,0,,0,0,0
F006593,16104,"Pear, canned in pear juice", $0.44 , $4.40 ,1000,194,180,86.6,0.5,0,1.7,0,8.7,0,10.6,,,,,6,,,,,,0,0.33,,6,,,,,11,100,0,6,,,0.23,1,0,0.013,0.11,,0,,0,42,1,0,0.2,,,,,,,,0.18,,,,,,0,0,0,0,,0,0,0
F001644,12204,"Bread, mixed grain, toasted", $0.45 , $2.90 ,650,1268,1204,26.6,12.6,5.3,6.9,0,3,0,46.8,211.8,0,0.5,1.3,182,6.1,,,0.268,,67.4,2.04,0.1,71,1.553,0.2,34.7,25,158,255,13.6,481,165,,1.37,0,0.431,0.078,4.3,0.53,0.14,,0.2,272,0,0,0.6,,0,,0.1,,1,,0.7,,,,,,0.68,1.4,2.65,0,,19.2,0,0
F001621,12204,"Bread, mixed grain", $0.45 , $2.90 ,650,1078,1023,37.6,10.7,4.5,5.8,0,2.5,0,39.8,180,0,0.4,1.1,155,5.2,,,0.228,,60.3,1.73,0.1,60,1.32,0.2,29.5,21,134,217,11.6,409,140,,1.17,0,0.458,0.067,3.66,0.45,0.12,,0.1,272,0,0,0.5,,0,,0.1,,0.8,,0.62,14.2,55.3,0,,0.4,0.58,1.18,2.26,0,,16.32,0,0
F001514,12204,"Bread, from white flour, extra grainy & seeds, toasted", $0.45 , $2.90 ,650,1352,1291,21.3,12.3,5.2,6.7,0,3.3,0,52.6,,,,,96,,,,,,57.9,2.24,,74,,,,,180,234,13,429,,,1.5,0,0.563,0.051,6.08,,0.12,,0,302,0,0,1.5,,,,,,,,1.53,,,,,,0.61,1.43,2.64,0.099,,15.65,0,0
F001513,12204,"Bread, from white flour, extra grainy & seeds", $0.45 , $2.90 ,650,1149,1097,33.1,10.5,4.4,5.7,0,2.8,0,44.7,,,,,81,,,,,,51.8,1.91,,63,,,,,153,199,11,365,,,1.28,0,0.598,0.043,5.17,,0.1,,0,302,0,0,1.3,,,,,,,,1.37,,,,,,0.52,1.21,2.24,0.084,,13.3,0,0
F000105,16101,"Apple, pink lady, unpeeled, raw", $0.45 , $0.96 ,215,242,218,84,0.2,0,3,0,12.2,0,12.8,0,,,0,4,0,0,,0.031,0,0,0,0,5,0.043,,0,,10,120,0,1,,,0.02,4,0,0,0.03,0,0.03,,0,59,9,0,0,,0,,0,,0,,0,0,0,0,,0,0,0,0,0,,0,0,0
F003998,12103,"Flour, rice", $0.45 , $4.53 ,1000,1437,1414,13.6,7.3,2,2.2,0,0.6,0,71.6,,,,,6,,35,,0.25,25,10.2,0.5,,70,3.15,,,,202,144,14,1,65,,1.45,0,0.21,0.005,4.95,0.59,0.15,4.1,0,28,0,0,0.6,,,,,,,,0.65,,,,,,0.34,0.64,0.72,0,,0,0,0
F007682,12102,"Rice, white, uncooked", $0.46 , $4.60 ,1000,1422,1410,13.1,7,0.9,0.8,0,0,0,74,,,,,4,,40,,0.2,0,0,0.2,,20,1.6,,,,90,58,14,1,30,,1.2,0,0.05,0,2.4,0.35,0.1,1.7,0,20,0,0,0,,,,,,,,0,22.2,44.37,0,,0,0.17,0.25,0.34,0,,0,0,0
F007678,12102,"Rice, white, purchased as 'instant', microwaved", $0.46 , $4.60 ,1000,643,632,60.5,3.4,0.6,1,0,0,0,32.5,0,,5.3,0,2,0,,,0.073,,2.5,0,0,4,0.31,,26,,27,19,2.3,21,,,0.52,0,0.04,0,0.61,0.04,0,,0,0,0,0,0.2,,0,,0,,0.3,,0.23,31.1,26.8,0,,0,0.16,0.2,0.14,0,,0,0,0
F007666,13511,"Rice, white, fried with bacon or ham, egg, prawns & vegetables", $0.46 , $4.60 ,1000,920,912,53.9,5.7,8.5,1,0,0.4,0,29.5,,,8,0,10,,,,0.11,,7,0.9,0,10,1.3,0,,,175,36,38.9,500,,,1.1,9,0.12,0.07,2.41,,0.49,,1.6,12,0,0,0.2,,,,,,,,0.22,42,14.82,0.35,,2.2,3.39,3.35,1.2,28.262,,181.69,0,30
F007661,12102,"Rice, white, boiled or rice cooker, no added salt", $0.46 , $4.60 ,1000,659,650,61.8,3.1,0.2,0.8,0,0.1,0,34.7,0,,4.9,0,2,0.3,,,0.074,,2.6,0,0,4,0.36,0,22.2,4,28,25,1.6,0,,,0.58,0,0.02,0.013,0.61,0.13,0.01,,0,5,0,0,0,,0,,0,,0,,0,22.2,44.37,0,,0,0.04,0.05,0.07,0,,0,0,0
F007648,12102,"Rice, brown, uncooked", $0.46 , $4.60 ,1000,1452,1418,14,7.6,3.1,3.5,0,1.1,0,69.1,,,,,7,,30,,0.3,50,20.4,0.8,,119,4.7,,,,314,230,14,2,100,,1.7,0,0.37,0.01,7.49,0.83,0.2,6.5,0,37,0,0,1.3,,,,0,,0.1,,1.31,19.48,41.9,0,,0,0.51,1.02,1.1,0,,0,0,0
F007641,12102,"Rice, brown, boiled, no added salt", $0.46 , $4.60 ,1000,693,680,58.8,4.1,1.1,1.7,0,0.3,0,33.5,64,,11,0,7,3.9,180,,0.25,100,9.8,0.59,4.5,72,1.7,,24,,160,110,4.2,2,43,,0.1,0,0.14,0,4.32,0.13,0,2.9,0,14,0,0,0.2,,0,,0,,0,,0.2,24.8,39.3,0,,0,0.23,0.33,0.37,0,,0,0,0
F008222,12103,"Semolina, uncooked", $0.46 , $0.46 ,100,1298,1273,14,10.7,1.2,3.2,0,0,0,61.6,,,,,16,,80,,0.1,0,2,0.6,,23,0.6,,,,110,112,10,3,83,,0.5,0,0.18,0.02,3.72,0.33,0.06,1.6,0,22,0,0,0.2,,,,,,,,0.17,21.5,68.8,0,,0,0.17,0.08,0.55,0,,0,0,0
F008220,12103,"Semolina, boiled, no added fat or salt", $0.46 , $0.46 ,100,413,405,72.6,3.4,0.4,1,0,0,0,19.6,,,,,6,,30,,0.057,58.94,1.1,0.19,,8,0.416,,,,35,36,3.2,3,29,,0.16,0,0.046,0.006,1.18,,0.02,,0,5,0,0,0,,,,,,,,0.05,,,,,,0.06,0.02,0.18,0,,0,0,0
F009800,24802,"Onion, mature, red skinned, raw", $0.46 , $0.74 ,160,113,102,91.4,0.8,0,1.4,0,5.5,0,5.5,0,,0,,19,,,,0.041,,0,0.17,0,11,0.11,,1.9,,38,140,0,5,,,0.13,0,0.03,0.03,0.1,0.06,0.03,,0,2,5,0,0.2,,0,,0,,0,,0.2,0,0,0,,0,0,0,0,0,,0,0,0
F009820,24802,"Onion, mature, red skinned, fried, no added fat", $0.46 , $0.74 ,160,183,165,86,1.2,0,2.2,0,8.9,0,8.9,0,,0,,31,,,,0.066,,0,0.27,0,18,0.177,,3.1,,61,226,0,8,,,0.21,0,0.041,0.046,0.17,0.09,0.04,,0,2,6,0,0.3,,0,,0,,0,,0.31,,,,,,0,0,0,0,,0,0,0
F001600,12307,"Bread, garlic, commercial, cooked", $0.47 , $0.47 ,100,1442,1418,29.5,8,15.1,3,0,3.4,0.2,42.8,130,,1.5,,66,,,,0.12,,53,0.9,0,28,0.75,,11,,82,130,10,580,,,0.66,34,0.61,0.04,2.22,0.17,0.03,,0.3,177,0,0.02,1.5,,0,,0,,0.8,,1.58,50.3,13.2,0,,1.2,7.13,4.82,1.87,0,,170.15,0,16
F000098,14676,"Apple, green skin, unpeeled, raw", $0.48 , $1.03 ,215,202,183,85,0.3,0,2.4,0,10.4,0,10.8,,,,,4,,8,,0.024,22.5,0,0.16,,4,0.024,,,,8,99,0,2,,,0.07,2,0.025,0.01,0.14,,0.05,,0,59,5,0,0.8,,,,,,,,0.76,,,,,,0,0,0,0,,0,0,0
F000095,16101,"Apple, granny-smith, unpeeled, raw", $0.48 , $1.03 ,215,202,184,85.2,0.3,0,2.3,0,10.3,0,10.8,,,,,5,,15,,0.018,45,0,0.16,,4,0.047,,,,9,108,0,1,,,0.07,1,0.03,0.01,0.14,0,0.06,0.9,0,59,5,0,0.2,,,,,,,,0.22,0,0,0,,0,0,0,0,0,,0,0,0
F006579,22202,"Peanut butter, smooth & crunchy, no added sugar or salt", $0.48 , $0.48 ,100,2628,2576,1.5,24.3,54.3,6.5,0,5.2,0,9.4,,0.1,0.7,6,54,0.4,42,,0.616,,17.5,1.72,0,177,1.825,0,126.6,192,358,632,13.8,12,,0.1,2.84,0,0.105,0.12,16.08,0.8,0.12,,0,155,6,0,7.7,,0.2,,0.2,,6.8,,8.45,18.19,8.59,0,,0.3,9.44,37.66,4.46,0,,176.5,0,0
F006577,22202,"Peanut butter, smooth & crunchy, added sugar & salt", $0.48 , $0.48 ,100,2495,2448,1.5,22.2,49.6,5.8,0,8.6,4.8,14.3,,0.1,0.7,6,54,0.4,727,,0.616,,10,1.72,0,190,1.825,0,126.6,192,358,620,13.8,477,,0.1,2.84,0,0.105,0.12,19.26,0.8,0.12,,0,155,6,0,7.7,,0.2,,0.2,,6.8,,8.45,18.45,12.59,0.1,,0.3,8.75,32.51,5.98,47.444,,161.31,0,0
F005184,25101,"Lentil, red, hulled, dry", $0.48 , $0.48 ,100,1364,1236,8.9,23,1.9,13.7,0,2.7,0,45.7,,,,,70,,,,,,0.4,9.1,,94,,,,,238,670,0,2,,,1.6,6,0.44,0.02,4.62,,0.3,,0,70,2,0,1,,,,,,,,1,15.8,58.81,0,,0,0.24,0.32,0.89,0,,0,0,0
F005182,25101,"Lentil, hulled, dry", $0.48 , $0.48 ,100,1349,1212,10.5,25.5,1.9,14.4,0,1.7,0,41.8,,,,,60,,,,,,0.1,6.7,,93,,,,,259,670,10,6,,,1.83,4,0.387,0.013,4.79,,0.37,,0,80,4,0,0.9,,,,,,,,0.9,,,,,,0.24,0.35,0.88,0,,0,0,0
F005181,25101,"Lentil, green, hulled, dry", $0.48 , $0.48 ,100,1330,1187,11.8,25.3,1.7,14.6,0,1.5,0,40.9,,,,,56,,,,,,0,5.6,,95,,,,,286,670,16,13,,,1.6,4,0.22,0.01,4.7,,0.4,,0,80,4,0,0.7,,,,,,,,0.7,17.6,58.81,0,,0,0.24,0.32,0.8,0,,0,0,0
F005178,25101,"Lentil, French, hulled, dry", $0.48 , $0.48 ,100,1353,1214,10.8,28.3,2,15,0,1,0,38.8,,,,,55,,,,,,0,5.4,,91,,,,,252,670,14,2,,,2.3,4,0.5,0.01,5.06,,0.4,,0,90,4,0,1,,,,,,,,1,15,60,0,,0,0.24,0.4,0.96,0,,0,0,0
F005177,25101,"Lentil, dried, boiled, drained", $0.48 , $0.48 ,100,385,346,74.4,7.3,0.5,4.1,0,0.5,0,11.9,,,,,15,,,,,,0,1.63,,21,,,,,66,144,2.4,1,,,0.44,1,0.072,0.003,1.37,,0.07,,0,14,1,0,0.2,,,,,,,,0.2,,,,,,0.07,0.1,0.25,0,,0,0,0
F003990,12103,"Flour, gluten free, plain", $0.48 , $4.80 ,1000,1480,1466,11.9,3.4,1.1,1.7,0,0.3,0,80.5,210,,4.1,0,24,0,,,0.094,,14,0.8,0,27,0.65,,21,,79,120,2.7,21,,,0.52,0,0.04,0,0.66,0.29,0,,0,9,0,0,0,,,,,,,,0,19.3,45.4,0,,0,0.14,0.25,0.33,0,,0,0,0
F001368,12204,"Bread roll, mixed grain, toasted", $0.48 , $0.48 ,100,1230,1178,24.5,14.4,3.5,6.6,0,2.7,0,47.4,,,,,188,,941,,0.329,0,70,5.53,,94,2.706,,,,282,341,18.8,776,,,2,1,0.348,0,9.32,0.66,0.24,,0.1,314,0,0,1.3,2.9,0.8,0.6,1,0,1,0,1.86,,,,,,0.53,1.13,1.51,0,,22.24,0,0
F001365,12204,"Bread roll, mixed grain", $0.48 , $0.48 ,100,1046,1001,35.8,12.2,3,5.6,0,2.3,0,40.3,,,,,160,,800,,0.28,0,62.6,4.7,,80,2.3,,,,240,290,16,660,,,1.7,1,0.37,0,7.93,0.56,0.2,,0.1,314,0,0,1.2,2.5,0.8,0.5,0.8,0,0.9,0,1.67,16.8,47.6,0,,0.7,0.45,0.96,1.28,0,,18.9,0,0
F001364,12207,"Bread roll, from wholemeal flour, toasted", $0.48 , $0.48 ,100,1288,1233,20.6,11.9,3.5,6.9,0,3.5,0,53.1,,,,,106,,1035,,0.294,0,69.2,2.94,,64,2.353,,,,188,224,14.1,659,118,,1.29,0,0.584,0.059,4.52,0.44,0.17,10.3,0.2,260,0,0,1,0.1,0.1,0.6,0.1,0,0.8,0,1.07,,,,,,0.62,0.93,1.62,0,,25.41,0,0
F001360,12207,"Bread roll, from wholemeal flour", $0.48 , $0.48 ,100,1095,1048,32.5,10.1,3,5.8,0,3,0,45.2,,,,,90,,880,,0.25,0,61.9,2.5,,54,2,,,,160,190,12,560,100,,1.1,0,0.62,0.05,3.84,0.38,0.14,8.8,0.1,260,0,0,0.8,0.1,0.1,0.5,0.1,0,0.7,0,0.96,19.5,51.15,0,,0.8,0.53,0.79,1.38,0,,21.6,0,0
F001358,12201,"Bread roll, from white flour, toasted", $0.48 , $0.48 ,100,1214,1186,23.7,10.8,3.4,3.5,0,4,0,51.9,197.7,,0,,125,4.2,1058,,0.17,0,53,1.47,0,34,1.048,,20.9,,117,159,12.8,442,105,,0.96,0,0.364,0.048,5.86,1.3,0.07,7.2,0,388,0,0,1.1,0,0,0.5,0,0,0.2,0,1.12,,,,,,0.55,1.03,1.39,0,,18.31,0,0
F001353,12201,"Bread roll, from white flour", $0.48 , $0.48 ,100,1044,1020,34.4,9.3,2.9,3,0,3.4,0,44.6,170,,0,,107,3.6,910,,0.146,0,48,1.26,0,29,0.902,,18,,100,137,11,380,90,,0.82,0,0.391,0.041,5.04,1.12,0.06,6.2,0,392,0,0,1,0,0,0.5,0,0,0.2,0,1.02,18.2,46.3,0,,0.6,0.47,0.89,1.2,0,,15.74,0,0
F000248,31501,"Baking soda (bicarbonate), dry powder", $0.49 , $0.49 ,100,0,0,0.2,0,0,0,0,0,0,0,,,,,0,,,,,,0,0,,0,,,,,0,0,0.2,27360,,,0,0,0,0,0,,0,,0,0,0,0,0,,,,,,,,0,0,0,0,,0,0,0,0,0,,0,0,0
F009209,24602,"Tomato, puree, commercial", $0.49 , $0.49 ,100,98,86,94,1.2,0.1,1.5,0,3.8,1.9,3.8,,,,,22,,,,,,1.1,0.58,,11,,,,,20,204,0.4,249,,,0.16,55,0,0,0.73,,0.03,,0,26,6,0,0.8,,,,,,,,0.83,0,0,0,,0,0,0,0,0,,0,0,0
F006702,16502,"Pineapple, peeled, raw", $0.49 , $4.90 ,1000,152,145,88.4,0.5,0,0.9,0,7.9,0,7.9,0,,0,0,9,0.6,,,0.055,,0,0,0,15,0.32,,0,3,8,160,0,0,,,0.17,0,0.04,0,0.16,0.06,0.02,,0,11,39,0,0,,,,,,,,0.02,0,0,0,,0,0,0,0,0,,0,0,0
